Gene name,Uniprot ID,human PPIs,sum human PPIs,sum human dmis,dN/dS,surface residues (%),disordered residues (%),unmasked disorder residues (%),contact order,temporal class,structural function,picnic score,condensate
UL86,F5HGT1,"['Q8N5Z5', 'P50336', 'O75717', 'Q02388', 'Q9NZQ3', 'Q8WX92', 'Q14185', 'O60488', 'P48449', 'Q709C8', 'Q9ULH1', 'Q86YP4', 'Q5VIR6', 'P11388', 'O95881', 'Q92466', 'P56945', 'Q92793', 'Q9UEE9', 'Q9UPU5', 'P46013', 'Q15021', 'P49916', 'Q96HP0', 'Q96FV9', 'Q8N573', 'Q14978', 'Q5VZ89', 'Q14118']",29,1.0,0.062,42.13395639,1.532846715,1.533,229.2300347,L,capsid,0.506204964,condensate
UL87,Q6SW55,"['Q8IXW5', 'P52434', 'O15514', 'P53803', 'P01861', 'P01009', 'P0CAP2', 'P62487', 'P61218', 'P52434', 'P62875', 'P36954', 'P19387', 'P24928', 'P30876', 'P19388']",16,,0.0542,64.52353617,29.75557917,29.756,56.82703038,L,non-structural,0.174677122,not condensate
UL88,F5H9F9,"['P30838', 'P02671', 'P02679', 'P00747', 'P02675', 'P02747', 'P08697', 'Q92817', 'P01871', 'Q14134', 'P00734', 'P02647', 'P00738', 'P13796', 'Q6ZRV2', 'P36952', 'Q9Y446', 'P02649', 'O60437', 'P02748', 'P08311', 'P01009', 'P02787', 'P01042', 'Q13630', 'P10909', 'P04004']",27,,0.108,47.51243781,13.98601399,13.986,61.43204868,L,tegument,0.27987042,not condensate
UL89,F5HCU8,['Q12756'],1,1.0,0.0313,55.14018692,9.050445104,9.05,49.30341733,LL,non-structural,0.379457239,not condensate
UL91,F5HFJ8,"['Q9UBC9', 'P15515', 'P53803', 'P52434', 'P0CAP2', 'P61218']",6,,,86.86868687,17.11711712,17.117,9.592105263,no_meta_info,no_meta_info,,
UL92,F5HAS7,['P51572'],1,,0.0432,63.78378378,11.44278607,11.443,26.1980198,no_meta_info,no_meta_info,0.341407728,not condensate
UL93,Q6SW50,0,,,0.155,66.78635548,30.63973064,30.64,93.38956434,L,capsid,0.240253816,not condensate
UL94,F5HAC7,"['O00418', 'Q9NVN3', 'Q6PCT2', 'Q6ZW76', 'Q99767', 'Q92997', 'Q9BPZ7', 'Q96DT7', 'Q96HH9', 'Q8WVZ9', 'Q9Y6R4', 'Q9UH92', 'Q8ND30', 'Q9H7U1', 'Q9H944', 'P61244', 'P30414', 'Q6ZNA4', 'Q01968', 'Q93073', 'P82914', 'O15379', 'Q9P0N9', 'Q8TF01', 'Q9ULE0', 'Q9HC98', 'Q9NXR1', 'Q96EB6', 'O75376', 'Q9UHV7', 'Q7Z5K2', 'Q5JU85', 'Q8IVL1', 'Q8TDX7', 'O43150', 'O60907', 'Q9ULK4', 'Q96B36', 'Q6DN90', 'Q6R327', 'Q9Y618', 'Q92574', 'Q9NXC5', 'P50750', 'O00268', 'Q9H792', 'A7E2V4', 'Q9P265', 'Q9NPJ6', 'Q9BQS8', 'Q9GZM8', 'P49790', 'Q5JWF2', 'P25054', 'Q9NR09', 'P42566', 'Q9UQ35', 'Q15369']",58,1.0,0.114,46.93251534,2.31884058,2.319,61.42152975,L,tegument,0.215707959,not condensate
UL95,Q6SW48,"['P38571', 'Q0D2K2', 'O95199', 'P61218', 'P0CAP2', 'O14737']",6,,0.0477,74.64212679,40.90056285,40.789,78.12032885,DE,non-structural,0.273229043,not condensate
UL96,F5H8R6,0,,,0.232,88.69565217,1.57480315,1.575,9.138059701,DE,tegument,0.452767408,not condensate
UL97,Q6SW46,['P12830'],1,,0.0894,63.30827068,34.2291372,34.229,67.74068005,DE,tegument,0.478431482,not condensate
UL98,F5HF49,['Q9BXP5'],1,,0.0844,50.91240876,13.69863014,13.699,91.60298622,DE,non-structural,0.341455857,not condensate
UL99,F5HI87,"['Q01968', 'Q12824', 'Q9P0N9', 'P09493', 'Q00765', 'P26440', 'Q92574', 'P63027', 'O75937', 'O43148', 'Q709C8', 'Q9UK41', 'Q99471', 'P62736', 'Q16718', 'O75915', 'Q9BTU6', 'Q14696', 'P55145', 'Q86Y82', 'P51572', 'Q96PU8', 'Q9H0N5', 'Q8N183', 'Q9NX40', 'P49815', 'Q01543', 'Q6IBS0']",28,,,100.0,13.15789474,13.158,6.385542169,L,tegument,,
US1,Q6SW03,"['Q8TDL5', 'P01591', 'Q13829', 'Q86TV6', 'Q9UET6', 'Q9BYI3', 'Q9NNW5', 'Q8N954', 'Q14997', 'Q9UNH7', 'O60749']",11,,0.0875,79.72972973,28.84615385,28.846,23.61452514,no_meta_info,no_meta_info,0.108536434,not condensate
US10,F5HFJ7,"['Q9BTN0', 'Q07000', 'Q8IY17', 'P01009']",4,,,68.18181818,9.72972973,9.73,33.74847561,no_meta_info,no_meta_info,,
US11,Q6SVZ5,"['P27824', 'P11021', 'Q9BUN8', 'P04844', 'P04843', 'Q15629']",6,,0.217,74.0,10.23255814,10.233,34.28511236,no_meta_info,no_meta_info,0.041079448,not condensate
US12,F5HE44,"['Q13057', 'P46108', 'P39880', 'Q92604', 'Q96G03', 'O75663', 'Q29980', 'Q8IYB1', 'Q96F46', 'Q99426', 'P49354', 'Q9BWV1', 'Q9Y316', 'O60333', 'Q13526', 'P35520', 'Q53EP0', 'P00533', 'P30085', 'P04626', 'P00325', 'Q3KQV9', 'P06132', 'Q8NC42', 'Q9HCK8', 'Q9NPH2', 'Q9Y3L3', 'Q8TDQ7', 'Q29983', 'Q15653', 'Q15813', 'O75787', 'P99999', 'Q8WUP2', 'Q06124', 'O75460', 'Q9ULT8', 'Q9HCC0', 'O00442', 'P49903', 'Q66K14', 'Q9BRA2', 'O43837', 'Q9BWM7', 'Q09028', 'P15927', 'P11908', 'Q8NFZ8', 'O94903', 'Q13586', 'Q9Y2L1', 'O15347', 'P51884', 'Q9UNS2', 'P35270', 'P19022', 'Q16763']",57,,0.112,62.83524904,6.761565836,6.762,53.01567398,DE,non-structural,0.025072651,not condensate
US13,F5H9I4,"['Q9NW15', 'P48382', 'P49354', 'Q8IYS0', 'Q8N9Q2', 'Q5RKV6', 'P04626', 'Q9HD20', 'Q8N2G8', 'P00533', 'P46013', 'Q15650', 'Q9HBR0', 'Q96A33', 'Q15006', 'Q9Y3P9', 'Q9P0I2', 'Q8N474', 'P02461', 'Q8WWI1', 'Q96NT0', 'Q92545']",22,,0.138,58.40336134,1.915708812,1.916,54.25423729,DE,non-structural,0.021030821,not condensate
US14,F5HD92,"['O75063', 'Q9NZV5', 'P54760', 'O60512', 'P52429', 'Q9Y3B6', 'Q9H0U3', 'Q5GLZ8', 'Q9BYM8', 'Q9H857', 'Q96AX1', 'O60566', 'O60333', 'Q9UHQ9', 'Q16832', 'Q6UXD5', 'Q04721', 'Q68D85', 'P49593', 'O15116', 'Q29983', 'O75351', 'P49756', 'P00325', 'P22413', 'Q13740', 'Q15006', 'Q16795', 'Q09028', 'P06132', 'Q6EMK4', 'Q9P0I2', 'Q6PKC3', 'Q9BZQ6', 'Q9Y697', 'Q9UBP0', 'P35221', 'P18827', 'Q8N4V1', 'P15927', 'Q9GZP9', 'Q9UNS2', 'P60604', 'Q13308']",44,1.0,0.0969,67.70833333,7.419354839,7.419,47.73232323,DE,non-structural,0.024112675,not condensate
US15,F5HFH0,"['O43286', 'Q9BVA6', 'Q68D85', 'O75832', 'P19387', 'P40189', 'Q13740']",7,,,61.1814346,3.053435115,3.053,47.12677725,LL,non-structural,,
US16,Q6SVZ0,"['P00325', 'O75351', 'O60739', 'Q3KQV9', 'P36941', 'O15116', 'O15212', 'Q96D46', 'Q9GZZ1', 'Q9H2K8', 'Q9Y4D7', 'Q13740']",12,1.0,,64.36363636,6.472491909,6.472,53.61375661,no_meta_info,no_meta_info,,
US17,F5H9N9,"['Q8N5G2', 'Q9NRC1', 'Q5BJH2', 'Q8N1S5', 'O75342', 'Q32P28']",6,,0.119,66.42066421,4.778156997,4.778,56.82860147,no_meta_info,no_meta_info,0.017371217,not condensate
US18,F5HE69,"['Q03252', 'Q9UQ53', 'O96007', 'Q8WXI9', 'Q5QP82', 'Q96Q45', 'Q68D85', 'Q9Y4D7', 'Q9BZQ6', 'Q96NT0']",10,,0.152,59.75609756,3.284671533,3.285,58.347876,DE,non-structural,0.017983193,not condensate
US19,F5HAR3,"['Q5VTQ0', 'Q9NX62', 'Q8N584', 'Q8WVQ1', 'Q8IZP0', 'Q00973', 'Q9H000', 'O00221', 'Q6ZS17', 'Q96NB3', 'Q9UQ53', 'Q10469', 'Q9UKV3', 'Q6QNY0', 'Q9UKJ3', 'P53365', 'P10070', 'P11137', 'O60704', 'Q92520', 'Q92544', 'Q9H2J4', 'O95361', 'Q9Y5B0', 'P22694', 'Q9UM11']",26,,0.259,53.84615385,1.25,1.25,52.72175732,no_meta_info,no_meta_info,0.026827986,not condensate
US2,F5HE05,['Q15629'],1,,0.136,63.5359116,15.07537688,15.075,37.89076723,no_meta_info,no_meta_info,0.087280064,not condensate
US20,F5HGH8,"['O00268', 'P01011', 'P01860', 'Q5QP82', 'P01834', 'P04626', 'P01857', 'O75787']",8,,0.124,58.40336134,5.118110236,5.118,52.54545455,no_meta_info,no_meta_info,0.053375214,not condensate
US21,F5HHT6,"['P78357', 'Q14643', 'Q14573', 'AY446894', 'Q14571', 'P08842', 'Q5VV42', 'Q3MIP1', 'Q9HBH5', 'Q9BX59', 'O75190', 'Q3LI72', 'Q9BW60', 'Q9HD20', 'Q5H8A4', 'Q4ZIN3', 'Q8N2G8', 'Q9BVT8', 'P51572', 'P04626', 'Q9BV23', 'Q15006', 'Q5K4L6', 'Q03519', 'P17302']",25,,0.11,51.13122172,1.234567901,1.235,55.141339,no_meta_info,no_meta_info,0.013780556,not condensate
US22,F5HDC7,"['Q9HAH7', 'Q8NDT2', 'Q8NEY8', 'Q9H5H4', 'Q7Z589', 'Q02447', 'Q8WXX7', 'Q8WYQ5', 'P48436', 'Q9UK61', 'Q9UJ04', 'Q96P11', 'Q96EK4', 'Q96E39', 'Q8IY57', 'Q6DD87', 'Q9NX05', 'Q8TB40', 'Q969H0', 'P82914', 'Q7RTP6', 'O14647', 'Q9HBE1', 'Q8IXT5', 'O43474', 'O94913', 'Q5BKZ1', 'Q9NWH9', 'P49840', 'Q9Y580', 'P78332', 'O75526', 'P29353', 'Q96T37', 'Q9H0U9', 'P49841', 'Q9UKB1', 'Q8N488', 'Q01804', 'P62910', 'Q96L21', 'Q06587', 'Q1KMD3', 'Q02543', 'P38159', 'Q00839', 'Q15424', 'Q9ULX6', 'Q14151', 'Q9NVI7', 'P27635', 'Q5T9A4', 'P08047', 'O43823', 'P50995', 'Q96PK6']",56,3.0,0.107,54.9270073,21.35416667,21.391,102.2779088,DE,tegument,0.223989973,not condensate
US24,F5H8S6,"['Q9UKB1', 'Q15052', 'Q9Y297', 'Q9UKB1', 'Q9Y2X7', 'Q14155']",6,,0.086,52.27765727,12.9740519,12.974,80.59300184,DE,tegument,0.295183238,not condensate
US26,F5H991,"['O15234', 'Q6AI12', 'Q9P2Q2', 'O95391', 'Q99590', 'Q9H2Y7', 'O95365', 'Q9Y4X4', 'Q9NYL2', 'Q12774', 'Q9BVJ6', 'P57682', 'Q14493', 'Q8IY92', 'Q5VYS8', 'Q96K58', 'A2RUS2', 'Q9BY12', 'Q7Z591', 'Q69YH5', 'Q8N554', 'P19883', 'Q9UMS6', 'O60292', 'Q13796', 'Q5VSY0', 'Q8TF72', 'Q8N3E9', 'O60293', 'Q6UY14', 'Q92889', 'O43474', 'Q96PE2', 'Q86US8', 'Q9HC44', 'O94964', 'Q8TDY4', 'Q5JSZ5', 'Q93073', 'AY446894', 'Q9H0W5', 'P78524', 'A8CG34', 'Q9H7U1', 'Q9Y580', 'Q9P266', 'O15379', 'Q9H0H5', 'Q02241', 'Q9NXR1', 'O75376', 'Q7RTP6', 'Q8N3V7', 'Q92576', 'P78332', 'Q9P2N5', 'O60907', 'Q9NWV8', 'Q9H4P4', 'Q9NWH9', 'Q96RS6', 'Q9Y618', 'O75420', 'Q9P2P5', 'Q2M1Z3', 'O95071', 'Q13573', 'Q9UMX5', 'Q9H2H8', 'Q92620', 'Q8WWI1', 'Q9C0J8', 'Q9Y520', 'P46736', 'Q5JSZ5', 'Q9Y3X0', 'Q9Y3C6', 'P48634', 'Q15018', 'Q3KQU3', 'Q92888', 'Q5SW79', 'Q96HA1', 'Q92888', 'Q6NZY4', 'Q9H0D6', 'Q969G5', 'P42285', 'Q15637', 'P51532', 'Q9BXF6']",91,3.0,0.11,58.39285714,12.10613599,12.106,83.64742525,no_meta_info,no_meta_info,0.119312679,not condensate
US27,F5HDK1,"['P51809', 'P20338', 'Q8IWB7', 'Q8IWU2', 'Q13873', 'Q13393', 'Q86YS6', 'Q9NRW1', 'O43861', 'P18433', 'Q15771', 'Q8TCG2', 'Q9NXU5', 'Q3B8N2', 'Q9UP95', 'P51809', 'Q9UEU0', 'Q5W111', 'Q01968', 'Q63HQ0', 'Q8IW50', 'Q96AJ9', 'O75071', 'Q9C004', 'Q13439', 'Q6UXD5', 'Q93050', 'Q8NC54', 'Q5XKK7', 'O43752', 'P19021', 'A2RU67', 'Q9UHW9', 'Q6IAA8', 'Q7Z3C6', 'Q16832', 'Q8NCG7', 'Q9Y3P9', 'Q68D91', 'P78324', 'Q9P2C4', 'P09958', 'O75976', 'Q9H7M9', 'O15126', 'P11117', 'P20340', 'O00186', 'Q04656', 'Q6IQ22', 'O43504', 'Q9H3Z4', 'P98194', 'Q6WKZ4', 'Q13308', 'Q9BTU6', 'P30825', 'Q00653', 'Q8IZA0', 'Q96JQ0', 'Q96J84', 'P30462', 'P20337', 'O14662', 'Q9NUN5', 'Q14344', 'Q9NRW7', 'Q9UK23', 'Q4V9L6', 'Q8N4L2', 'Q9UL25', 'Q9UP95', 'Q68DH5', 'P09382', 'O14966', 'Q9Y487', 'Q86Y82', 'Q08722', 'Q96L92', 'O95786', 'Q9NVJ2', 'Q6EMK4', 'Q9UNK0', 'O15400', 'Q9BXP2', 'P46013', 'P63027', 'Q8N3V7', 'Q8TD16']",89,2.0,,56.41791045,8.241758242,8.242,56.52023121,no_meta_info,no_meta_info,,
US28,F5HF62,"['Q9UKX2', 'P13533', 'A7E2Y1', 'P06732', 'Q08043', 'Q9Y623', 'P11055', 'Q96DA0', 'P12882', 'O75112', 'P23280', 'P12883', 'Q96A32', 'Q9Y6K8', 'Q9BV73', 'P15515', 'Q14324', 'P15291', 'P01876', 'Q6ZRP7', 'P05164', 'Q9H7M9', 'Q8WZ42', 'P02585', 'Q6IAA8', 'P09958', 'Q9UK23', 'P01834', 'P20340', 'Q14344', 'O75976', 'P00568', 'P04921', 'Q9Y487']",34,1.0,0.1117,56.0371517,13.27683616,13.277,60.40172956,no_meta_info,no_meta_info,0.036084921,not condensate
US29,F5HG95,"['P01011', 'O75342', 'P01857', 'Q8WVV4', 'P42357']",5,,0.312,87.70301624,80.51948052,80.519,48.38686987,no_meta_info,no_meta_info,0.060773533,not condensate
US3,F5HEU0,"['Q08174', 'Q9NRX5', 'O14657', 'Q9UBP4', 'Q9BXS4', 'P13747', 'Q06481', 'P05067', 'O14672', 'Q13087', 'O15533']",11,,0.216,66.46706587,6.989247312,6.989,37.51857835,no_meta_info,no_meta_info,0.123046776,not condensate
US30,F5HB41,"['Q8IWT3', 'P35052', 'Q9NZJ5', 'Q9Y4B6', 'O75110', 'A6NCN2', 'Q9UGP8', 'Q13445', 'Q8NE01', 'Q9P2P5', 'Q9H0M0', 'Q12899', 'Q6ZVM7', 'P57105', 'B7ZAQ6', 'Q8NBP0', 'P19438', 'Q96PU5', 'Q6ZMZ3', 'Q8N6R0', 'Q8IZ07', 'P46934', 'Q15262', 'O00308', 'P15260', 'Q96HW7', 'Q9NUJ3', 'Q96TA2', 'Q96CS3', 'Q8NBM4', 'Q8TAT6', 'Q9Y6H1', 'P55072', 'Q92890', 'Q9BVK6', 'Q07021']",36,4.0,0.121,90.27355623,53.29512894,53.295,34.25681492,no_meta_info,no_meta_info,0.054021913,not condensate
US31,F5HAM4,"['Q14997', 'Q99593', 'Q0D2K2']",3,,,80.64516129,31.67701863,31.677,32.10187668,no_meta_info,no_meta_info,,
US32,F5HD03,"['ORFL131W_HCMVM', 'Q7Z6Z7', 'Q3LI83', 'Q5VU13', 'Q8TF66', 'Q7Z6Z7']",6,,0.0524,73.29545455,46.99453552,46.995,29.4493007,no_meta_info,no_meta_info,0.106535275,not condensate
US33A,F7V999,"['Q9BSL1', 'Q5XPI4', 'Q9UIG0', 'Q9NWH9', 'Q12906', 'Q15022']",6,,,100.0,19.29824561,19.298,5.192307692,no_meta_info,no_meta_info,,
US34A,Q6SVX3,"['Q9H6S3', 'Q92844', 'O43426', 'O95202', 'Q9GZY8', 'Q2TAZ0', 'P19784', 'Q14137', 'Q9H0U9', 'P18077', 'Q15751', 'Q13619', 'Q9NPF4', 'O60502', 'Q8N183', 'Q86YP4', 'Q92747', 'Q567U6', 'Q9UGP8']",19,,,100.0,1.5625,1.562,4.0,no_meta_info,no_meta_info,,
US6,Q6SW00,"['Q6UW68', 'Q9Y3R4', 'P01036', 'P01037']",4,,,96.02272727,62.08791209,62.088,14.9689441,no_meta_info,no_meta_info,,
US9,F5HC33,"['Q9NVK5', 'Q9NVK5', 'Q8WXA3', 'Q14BN4', 'Q9BRV8', 'Q9ULQ0', 'Q5VSL9', 'Q96HR9', 'Q15645', 'Q00765', 'Q5VWQ8', 'Q9HB40', 'Q96D53', 'Q9HCK4', 'Q99720', 'Q9H583', 'P30510', 'Q14BN4', 'Q14746', 'P51617', 'Q9BQE5', 'Q9BYD1', 'Q86XA9', 'P78357', 'Q6NXE6', 'Q9BZI7', 'Q9UIQ6', 'Q9BZQ6', 'Q9UBU6', 'O14787', 'Q9Y6N7', 'Q9BZL6', 'Q6PKC3', 'Q5BJH7', 'Q01105', 'Q9UI26', 'Q8WX92', 'Q05707', 'O76071', 'P62736', 'Q8NC51', 'P18074', 'P48740', 'Q7Z5K2', 'Q8TER5', 'Q14185', 'P48449', 'P00736', 'P08579', 'Q96ER3', 'P11172', 'Q9ULH1', 'O95786', 'P04183', 'Q6P3X3', 'Q0IIM8', 'O43149', 'Q9P206', 'Q6IBS0', 'Q8N2K0', 'Q9UFG5', 'Q6ZVM7', 'P00966', 'Q9BRP8', 'Q9NUJ3', 'P22694', 'Q96KA5', 'Q9NXG2', 'Q9NRH3', 'Q01804', 'P42892', 'Q969N2', 'Q96HW7', 'Q92466', 'Q9Y618', 'Q9H936', 'Q9NRL3', 'Q460N5', 'Q5VZ89', 'Q13136', 'Q96JG6', 'O00165', 'O43815', 'Q9Y6E0', 'Q9HCN8', 'Q13033', 'Q99470', 'Q9UBS4']",88,5.0,,78.22222222,14.57489879,14.575,36.56070941,DE,non-structural,,
